employee_id,department,job_role,education_level,work_mode,city,age,years_experience,monthly_salary,training_hours,projects_completed,overtime_hours,satisfaction_score,performance_category
EMP00749,Finance,Data Analyst,Bachelor,Remote,Medan,36,9,7851963.0,69.0,8,0,3.0,Medium
EMP00750,Sales,Marketing Specialist,Bachelor,Remote,Bandung,23,31,5074106.0,78.0,12,34,2.9,High
EMP00751,it,Product Manager,Diploma,Remote,Bandung,52,17,,78.0,4,28,2.4,Low
EMP00752,Finance,Data Analyst,Master,Remote,Surabaya,38,26,26048898.0,17.0,8,6,3.9,High
EMP00753,Operations,HR Officer,High School,Hybrid,Yogyakarta,36,24,26052163.0,40.0,1,11,1.0,High
EMP00754,Sales,Marketing Specialist,High School,Remote,Yogyakarta,46,8,26744910.0,62.0,12,9,3.1,Low
EMP00755,IT,Data Engineer,Bachelor,Hybrid,Surabaya,27,31,7027094.0,500.0,18,18,1.7,Medium
EMP00756,HR,Data Analyst,Master,Onsite,Bandung,36,24,25624581.0,400.0,14,0,4.4,Low
EMP00757,IT,Data Analyst,Bachelor,Hybrid,Yogyakarta,51,5,27205277.0,59.0,19,0,3.0,High
EMP00758,Marketing,Data Engineer,Master,Hybrid,Surabaya,28,12,23863094.0,51.0,14,9,1.3,Medium
EMP00759,Sales,Data Analyst,Diploma,Hybrid,Semarang,37,11,24734079.0,38.0,2,35,2.3,Medium
EMP00760,Marketing,Sales Executive,Master,Onsite,Yogyakarta,49,10,,29.0,19,31,,Low
EMP00761,IT,Product Manager,High School,Onsite,Surabaya,35,25,10275444.0,51.0,13,32,3.8,Medium
EMP00762,IT,Customer Success,Diploma,Hybrid,Bandung,58,32,13353739.0,7.0,9,27,4.1,High
EMP00763,IT,Data Analyst,Diploma,Remote,Medan,42,16,26213537.0,62.0,6,220,2.7,Low
EMP00764,IT,Sales Executive,High School,Hybrid,Bandung,46,19,9834155.0,19.0,15,18,5.0,Medium
EMP00765,Sales,Business Analyst,High School,Hybrid,Semarang,54,2,7997971.0,77.0,15,17,1.3,Low
EMP00766,Sales,Sales Executive,High School,Hybrid,Jakarta,52,14,24993551.0,63.0,18,2,4.3,Low
EMP00767,HR,Business Analyst,High School,Onsite,Semarang,27,9,29314524.0,0.0,18,30,3.0,Low
EMP00768,Operations,Software Engineer,Bachelor,Remote,Surabaya,35,31,22777552.0,50.0,17,12,4.6,Low
EMP00769,Finance,Customer Success,Bachelor,Onsite,Bandung,54,0,,78.0,13,5,3.2,High
EMP00770,Marketing,Product Manager,Diploma,Remote,Bandung,34,1,14169733.0,24.0,13,20,,Low
EMP00771,Operations,Business Analyst,Master,Onsite,Surabaya,54,12,,57.0,4,26,4.6,Low
EMP00772,Marketing,Data Analyst,Bachelor,Remote, jakarta ,53,12,13614710.0,36.0,14,36,4.5,Low
EMP00773,Finance,Sales Executive,Diploma,Onsite,Jakarta,95,15,13874880.0,35.0,8,15,2.8,Medium
EMP00774,Marketing,Marketing Specialist,Bachelor,Remote,Bandung,52,13,5264789.0,79.0,8,32,1.6,High
EMP00775,Marketing,Business Analyst,,Hybrid,Medan,45,5,,36.0,6,39,4.2,Low
EMP00776,HR,Customer Success,Diploma,Hybrid,Medan,25,28,24859136.0,4.0,18,2,4.5,High
EMP00777,Operations,Software Engineer,Bachelor,Hybrid,Surabaya,27,22,29896919.0,61.0,0,32,3.7,Low
EMP00778,Finance,Product Manager,Master,Onsite,Jakarta,25,24,16225648.0,43.0,5,11,3.8,Low
EMP00779,Operations,Sales Executive,Bachelor,Remote,Semarang,38,31,20441242.0,69.0,19,30,4.8,Low
EMP00780,HR,Sales Executive,Master,Remote,Jakarta,48,8,18301575.0,75.0,13,30,3.4,Low
EMP00781,Operations,HR Officer,Diploma,Onsite,Yogyakarta,27,7,16369046.0,53.0,12,2,2.7,Medium
EMP00782,Operations,Product Manager,Master,Onsite,Semarang,31,33,22175851.0,65.0,0,6,4.4,Medium
EMP00783,Operations,Marketing Specialist,Master,Onsite,Surabaya,47,16,28044186.0,77.0,12,33,2.5,Low
EMP00784,Operations,Business Analyst,,Remote,Jakarta,46,24,25506480.0,0.0,19,14,4.3,High
EMP00785,IT,HR Officer,Bachelor,Onsite,Medan,55,12,17777043.0,3.0,11,29,2.5,Medium
EMP00786,Marketing,Product Manager,Bachelor,Hybrid,Medan,24,18,13075916.0,79.0,19,7,2.4,Medium
EMP00787,Finance,Business Analyst,Master,Hybrid,Surabaya,48,15,9740774.0,66.0,7,31,4.4,Medium
EMP00788,Operations,HR Officer,Diploma,Hybrid,Medan,54,19,9501367.0,35.0,2,5,4.0,Medium
EMP00789,HR,Data Engineer,Master,Hybrid,Jakarta,40,30,21413569.0,69.0,18,38,1.9,High
EMP00790,IT,Data Analyst,High School,Hybrid,Surabaya,51,25,5296070.0,73.0,11,8,1.9,Medium
EMP00791,HR,HR Officer,Diploma,Hybrid,Semarang,36,4,16471690.0,45.0,9,32,1.5,High
EMP00792,Sales,HR Officer,High School,Remote,Semarang,37,20,,66.0,3,39,4.2,Low
EMP00793,Sales,Product Manager,Master,Onsite,Medan,45,16,29035231.0,22.0,12,21,3.9,Medium
EMP00794,Marketing,Marketing Specialist,Master,Hybrid,Yogyakarta,29,25,23756370.0,27.0,14,16,3.6,Medium
EMP00795,Sales,Marketing Specialist,Bachelor,Hybrid,Bandung,24,6,20415373.0,76.0,15,33,,Medium
EMP00796,Finance,Business Analyst,Diploma,Remote,Medan,28,8,23535888.0,71.0,18,27,1.4,High
EMP00797,Marketing,Product Manager,Master,Remote,Semarang,42,15,23125682.0,52.0,11,29,3.3,Low
EMP00798,Finance,Sales Executive,Bachelor,Remote,Semarang,39,25,17771250.0,10.0,16,13,1.6,Medium
EMP00799,Operations,HR Officer,Diploma,Remote,Bandung,38,16,28502624.0,70.0,18,36,2.8,High
EMP00800,HR,Data Analyst,Bachelor,Remote,Semarang,53,7,7073468.0,59.0,15,6,4.6,High
EMP00801,Operations,Data Analyst,Bachelor,Onsite,Semarang,43,13,10788149.0,78.0,2,2,,Low
EMP00802,Sales,Customer Success,High School,Onsite,Jakarta,42,23,11267453.0,46.0,14,28,3.9,High
EMP00803,Operations,Business Analyst,Bachelor,Hybrid,Jakarta,48,15,15414027.0,38.0,8,11,1.5,Medium
EMP00804,HR,HR Officer,High School,Remote,Semarang,26,12,23723466.0,46.0,16,34,2.2,High
EMP00805,Finance,Marketing Specialist,Diploma,Hybrid,Yogyakarta,57,8,26503835.0,30.0,14,11,3.9,Medium
EMP00806,Sales,HR Officer,Bachelor,Hybrid,Surabaya,40,20,,19.0,16,15,2.4,Medium
EMP00807,Operations,Data Engineer,Bachelor,Remote,Jakarta,33,28,18677860.0,67.0,0,24,1.3,Medium
EMP00808,HR,Marketing Specialist,High School,Hybrid,Yogyakarta,44,15,16091236.0,34.0,12,14,2.9,Low
EMP00809,Sales,Data Analyst,Diploma,Onsite,Semarang,31,20,16372741.0,15.0,6,33,2.8,Medium
EMP00810,IT,Data Engineer,High School,Hybrid,Surabaya,54,28,22748064.0,67.0,0,23,1.0,Medium
EMP00811,it,Data Engineer,High School,Onsite,Medan,25,32,18198197.0,62.0,3,24,4.6,Medium
EMP00812,Sales,Customer Success,,Onsite,Surabaya,24,24,24920298.0,77.0,17,10,4.5,Low
EMP00813,HR,Customer Success,Bachelor,Hybrid,Yogyakarta,25,14,15698076.0,,19,2,4.7,Medium
EMP00814,Sales,Data Engineer,Master,Hybrid,Medan,59,23,16705465.0,12.0,9,30,3.4,Medium
EMP00815,Finance,Data Engineer,Diploma,Onsite,Jakarta,21,12,20329791.0,20.0,15,20,2.5,Low
EMP00816,Finance,Software Engineer,Bachelor,Onsite, jakarta ,47,4,13116646.0,70.0,4,6,,High
EMP00817,Marketing,Software Engineer,Master,Hybrid,Medan,39,23,23810003.0,5.0,7,23,5.0,Medium
EMP00818,Operations,Sales Executive,Master,Remote,Medan,31,21,11290529.0,32.0,18,22,1.2,Low
EMP00819,HR,Data Analyst,Diploma,Onsite,Bandung,34,1,19418157.0,71.0,2,28,2.3,Medium
EMP00820,Finance,Marketing Specialist,Bachelor,Hybrid,Medan,44,5,22878756.0,21.0,8,20,1.8,Medium
EMP00821,HR,Finance Analyst,Diploma,Onsite,Bandung,51,28,14891249.0,72.0,19,4,2.1,High
EMP00822,Operations,Product Manager,Bachelor,Onsite,Semarang,43,2,12248741.0,10.0,12,10,3.6,Low
EMP00823,Operations,Customer Success,Bachelor,Onsite,Semarang,44,22,8501374.0,70.0,1,33,2.6,Low
EMP00824,Marketing,Customer Success,Diploma,Remote,Semarang,32,12,17623296.0,76.0,3,36,3.4,Low
EMP00825,Sales,Data Analyst,High School,Remote,Jakarta,24,14,29681929.0,59.0,19,15,2.4,Medium
EMP00826,Finance,Software Engineer,Bachelor,Remote,Semarang,45,22,11089367.0,46.0,13,10,3.5,High
EMP00827,HR,HR Officer,Bachelor,Remote,Jakarta,27,15,,52.0,15,18,1.2,Medium
EMP00828,Operations,Product Manager,,Remote,Semarang,56,11,13371148.0,34.0,8,4,4.8,High
EMP00829,HR,Data Analyst,Bachelor,Onsite,Medan,24,17,23234229.0,,4,7,4.5,High
EMP00830,Finance,Product Manager,Bachelor,Remote,Medan,44,24,,64.0,18,26,4.7,Low
EMP00831,HR,Data Engineer,Diploma,Remote,Surabaya,32,0,7331685.0,11.0,0,30,,High
EMP00832,IT,HR Officer,High School,Hybrid,Medan,25,10,,39.0,8,12,1.4,Medium
EMP00833,IT,Business Analyst,Master,Onsite,Surabaya,53,28,16668898.0,,4,4,4.8,Low
EMP00834,Operations,Sales Executive,Master,Hybrid,Medan,25,15,,11.0,1,24,1.4,High
EMP00835,IT,Product Manager,Master,Onsite,Medan,46,27,,,3,29,4.9,Medium
EMP00836,Operations,HR Officer,Master,Hybrid,Bandung,58,31,23532981.0,9.0,1,17,2.2,High
EMP00837,Finance,Customer Success,Bachelor,Onsite,Yogyakarta,58,1,23837810.0,40.0,9,6,3.1,Low
EMP00838,Operations,Finance Analyst,Bachelor,Remote,Bandung,36,12,24529126.0,13.0,11,21,3.9,Low
EMP00839,Sales,Sales Executive,Master,Onsite,Medan,22,10,13887090.0,19.0,10,34,4.8,High
EMP00840,Finance,Product Manager,High School,Onsite,Semarang,49,27,12040018.0,36.0,6,29,1.4,Low
EMP00841,HR,Product Manager,Diploma,Hybrid,Jakarta,42,21,12540115.0,15.0,4,18,4.0,High
EMP00842,Marketing,Business Analyst,Master,Hybrid,Yogyakarta,59,10,29872671.0,36.0,9,3,3.3,Low
EMP00843,Marketing,HR Officer,Bachelor,Hybrid,Semarang,22,3,27483545.0,22.0,14,16,3.2,Medium
EMP00844,Operations,Business Analyst,High School,Onsite,Jakarta,38,19,,43.0,2,22,4.3,Low
EMP00845,Operations,Business Analyst,,Onsite,Semarang,32,15,22228288.0,52.0,15,0,4.6,Medium
EMP00846,IT,Sales Executive,Diploma,Remote,Jakarta,29,22,12759374.0,54.0,6,17,3.1,High
EMP00847,IT,Business Analyst,High School,Onsite,Surabaya,42,5,17728795.0,52.0,7,1,3.2,High
EMP00848,Finance,Sales Executive,Bachelor,Onsite,Medan,22,24,17589449.0,,8,36,2.0,Medium
EMP00849,Operations,Product Manager,High School,Remote,Surabaya,56,31,25747167.0,21.0,5,34,2.2,Low
EMP00850,Marketing,Product Manager,High School,Onsite,Bandung,56,12,16426964.0,24.0,13,28,3.2,High
EMP00851,Finance,Customer Success,Master,Hybrid,Medan,58,19,17465747.0,76.0,4,34,4.8,Low
EMP00852,HR,Business Analyst,Diploma,Onsite,Surabaya,40,20,8125250.0,65.0,0,5,2.9,High
EMP00853,HR,Business Analyst,High School,Remote,Jakarta,33,32,5447160.0,1.0,15,25,1.2,Low
EMP00854,Sales,Sales Executive,High School,Hybrid,Bandung,23,24,20696110.0,75.0,4,14,1.5,Medium
EMP00855,HR,Data Analyst,Bachelor,Onsite,Surabaya,52,24,9239990.0,58.0,2,37,3.5,Medium
EMP00856,Finance,Data Engineer,Diploma,Hybrid,Semarang,38,14,,26.0,8,31,3.7,Medium
EMP00857,IT,Data Analyst,Diploma,Onsite,Yogyakarta,23,17,,45.0,6,1,1.3,Low
EMP00858,Sales,Customer Success,Master,Onsite,Surabaya,28,0,12079911.0,28.0,14,5,2.0,Medium
EMP00859,HR,Business Analyst,High School,Onsite,Surabaya,25,33,16170873.0,70.0,17,10,4.0,High
EMP00860,HR,Data Analyst,Master,Remote,Surabaya,32,6,9265206.0,5.0,18,37,2.8,Medium
EMP00861,Marketing,Product Manager,High School,Hybrid,Medan,46,31,13837623.0,9.0,16,15,4.5,Low
EMP00862,HR,Customer Success,Diploma,Remote,Semarang,21,5,29631208.0,3.0,6,5,,High
EMP00863,Marketing,Customer Success,Diploma,Hybrid, jakarta ,50,8,23634566.0,34.0,0,29,4.3,Medium
EMP00864,Marketing,Data Engineer,Diploma,Onsite,Yogyakarta,28,11,22718721.0,1.0,4,36,3.3,Low
EMP00865,IT,Customer Success,,Hybrid,Yogyakarta,22,5,29437697.0,5.0,6,20,1.8,Low
EMP00866,Sales,Marketing Specialist,Bachelor,Remote,Semarang,46,21,11417568.0,46.0,12,11,2.6,High
EMP00867,Finance,Customer Success,Diploma,Onsite,Medan,29,12,28526537.0,79.0,3,22,1.8,Medium
EMP00868,Sales,Marketing Specialist,Master,Remote,Yogyakarta,40,20,19704870.0,49.0,0,11,4.1,Low
EMP00869,IT,Product Manager,High School,Remote,Bandung,34,19,27516780.0,12.0,19,21,3.2,High
EMP00870,HR,Customer Success,High School,Hybrid,Semarang,40,32,29356807.0,2.0,3,23,,Low
EMP00871,HR,Product Manager,Bachelor,Hybrid,Bandung,21,30,6326017.0,40.0,2,15,3.6,Low
EMP00872,HR,Sales Executive,High School,Remote,Surabaya,32,19,12904761.0,54.0,11,37,1.9,Low
EMP00873,Operations,Software Engineer,Master,Onsite,Yogyakarta,37,20,19425061.0,28.0,4,20,2.4,Low
EMP00874,Finance,Customer Success,High School,Onsite,Yogyakarta,27,3,,79.0,16,32,3.8,Low
EMP00875,Operations,Product Manager,Diploma,Remote,Bandung,39,27,21535073.0,51.0,10,24,2.1,Medium
EMP00876,Finance,Customer Success,High School,Onsite,Semarang,27,12,20981972.0,55.0,7,5,3.9,Low
EMP00877,Finance,Product Manager,Diploma,Remote,Jakarta,34,20,22188575.0,69.0,13,39,4.7,Low
EMP00878,Sales,Marketing Specialist,High School,Hybrid,Medan,24,8,27694196.0,2.0,18,12,4.3,Medium
EMP00879,Sales,Product Manager,High School,Hybrid,Medan,49,1,15182226.0,22.0,11,6,,Medium
EMP00880,Finance,Software Engineer,High School,Onsite,Semarang,39,16,15226699.0,73.0,13,35,1.1,Medium
EMP00881,Finance,Data Engineer,Bachelor,Remote,Medan,45,12,27662189.0,48.0,9,250,3.2,High
EMP00882,Marketing,Data Engineer,Master,Hybrid,Semarang,23,25,,28.0,19,35,2.1,Medium
EMP00883,HR,HR Officer,Bachelor,Remote,Medan,49,9,7464825.0,,14,31,3.2,Medium
EMP00884,Sales,Finance Analyst,Bachelor,Remote,Semarang,34,30,250000000.0,33.0,9,7,1.1,High
EMP00885,Marketing,Marketing Specialist,Diploma,Hybrid,Yogyakarta,21,26,6647908.0,66.0,18,28,3.2,Low
EMP00886,Finance,Customer Success,Diploma,Remote,Surabaya,30,2,25460564.0,73.0,9,34,4.9,Medium
EMP00887,Finance,Data Engineer,Master,Onsite,Bandung,55,27,11699681.0,11.0,14,27,3.1,Low
EMP00888,IT,Sales Executive,Master,Onsite,Yogyakarta,48,25,27318450.0,41.0,16,29,4.5,High
EMP00889,Sales,Customer Success,,Remote,Bandung,35,15,8773890.0,44.0,11,20,3.2,Low
EMP00890,Sales,Customer Success,High School,Hybrid,Bandung,29,26,24702906.0,79.0,16,2,2.0,High
EMP00891,HR,HR Officer,Master,Onsite,Medan,44,33,20243847.0,78.0,7,3,3.8,High
EMP00892,IT,Product Manager,Diploma,Remote,Jakarta,34,25,23948719.0,0.0,11,0,3.4,High
EMP00893,Marketing,Customer Success,High School,Remote,Yogyakarta,55,6,12664758.0,,4,8,1.1,Low
EMP00894,Operations,Software Engineer,Master,Hybrid,Jakarta,58,20,27171015.0,13.0,1,23,2.8,Low
EMP00895,Finance,Product Manager,Master,Hybrid,Medan,45,25,29130021.0,0.0,2,31,3.0,Medium
EMP00896,Operations,Data Engineer,High School,Onsite,Surabaya,46,16,13706048.0,18.0,9,23,,Low
EMP00897,IT,Product Manager,Diploma,Hybrid,Semarang,49,10,12072275.0,27.0,0,4,3.0,High
EMP00898,HR,Software Engineer,Master,Onsite,Medan,36,23,18364697.0,29.0,12,10,1.8,Medium
EMP00899,IT,Sales Executive,Master,Hybrid,Semarang,31,0,16917583.0,68.0,3,2,4.7,Low
EMP00900,IT,Customer Success,Master,Hybrid,Surabaya,54,27,26772196.0,,10,37,3.5,Medium
EMP00901,Operations,Product Manager,Master,Remote,Medan,54,2,9278690.0,17.0,5,28,,Medium
EMP00902,Finance,Data Analyst,Master,Hybrid,Surabaya,30,23,15258133.0,,17,1,4.7,High
EMP00903,Marketing,Data Engineer,Bachelor,Remote,Jakarta,57,4,14491204.0,,3,26,,Medium
EMP00904,HR,Data Analyst,Diploma,Onsite,Bandung,53,22,28772427.0,14.0,1,16,1.6,Medium
EMP00905,Sales,Marketing Specialist,High School,Remote,Surabaya,34,11,29451176.0,79.0,13,2,1.6,Medium
EMP00906,Finance,Customer Success,Bachelor,Remote,Medan,50,8,14781047.0,,19,16,3.5,High
EMP00907,Operations,Sales Executive,High School,Hybrid,Medan,50,19,19917507.0,67.0,11,8,2.5,Low
EMP00908,Sales,Finance Analyst,High School,Onsite,Surabaya,42,6,25594727.0,2.0,11,25,2.4,Medium
EMP00909,HR,Data Analyst,High School,Onsite,Semarang,42,34,11883751.0,19.0,9,21,1.4,High
EMP00910,Marketing,Data Engineer,High School,Onsite,Medan,23,13,25426042.0,15.0,19,9,4.0,High
EMP00911,HR,Marketing Specialist,High School,Hybrid,Surabaya,21,28,14492814.0,55.0,11,39,2.7,High
EMP00912,Sales,Data Engineer,,Hybrid,Jakarta,46,8,16781572.0,18.0,15,8,2.3,Medium
EMP00913,Marketing,Business Analyst,Diploma,Onsite, jakarta ,46,34,22018860.0,52.0,18,15,1.2,Medium
EMP00914,Sales,Product Manager,High School,Remote,Jakarta,53,14,19906184.0,64.0,2,30,1.5,Low
EMP00915,Operations,Customer Success,Master,Onsite, jakarta ,45,14,15593155.0,60.0,2,12,3.1,Medium
EMP00916,IT,Product Manager,Master,Onsite,Jakarta,37,26,24033555.0,46.0,2,7,4.5,High
EMP00917,Marketing,Data Analyst,Master,Hybrid,Yogyakarta,49,28,12429152.0,57.0,8,5,4.9,Low
EMP00918,Marketing,HR Officer,Diploma,Remote, jakarta ,35,0,20942469.0,65.0,8,25,2.5,Medium
EMP00919,Operations,Data Analyst,High School,Remote,Bandung,26,30,7708005.0,48.0,8,38,1.9,High
EMP00920,Finance,Customer Success,High School,Onsite,Jakarta,27,34,12344911.0,18.0,5,19,1.2,Low
EMP00921,Sales,Marketing Specialist,Diploma,Hybrid,Bandung,48,2,25789829.0,7.0,19,3,3.8,Medium
EMP00922,IT,Data Engineer,High School,Hybrid,Semarang,35,18,28949914.0,78.0,5,9,1.9,Medium
EMP00923,IT,Business Analyst,Diploma,Remote,Jakarta,48,18,27663554.0,38.0,13,1,4.8,Low
EMP00924,Operations,Data Analyst,High School,Hybrid,Surabaya,56,5,29935193.0,65.0,14,0,3.0,High
EMP00925,HR,Sales Executive,,Onsite,Bandung,23,0,7244960.0,42.0,15,15,2.8,High
EMP00926,IT,HR Officer,Bachelor,Onsite,Semarang,53,29,11269049.0,19.0,19,2,1.6,Medium
EMP00927,HR,Marketing Specialist,Diploma,Hybrid,Surabaya,56,29,6953655.0,45.0,10,14,3.6,High
EMP00928,Marketing,Sales Executive,,Remote,Medan,56,6,24418041.0,7.0,2,14,3.3,High
EMP00929,Marketing,Customer Success,Diploma,Onsite,Surabaya,49,21,25436016.0,23.0,2,7,1.0,High
EMP00930,Finance,Sales Executive,Bachelor,Hybrid,Jakarta,50,26,28123748.0,4.0,9,20,,High
EMP00931,HR,Finance Analyst,Diploma,Remote,Yogyakarta,52,16,15629195.0,,1,8,,Medium
EMP00932,Finance,Finance Analyst,,Remote,Medan,21,23,13170786.0,7.0,12,3,2.8,Low
EMP00933,HR,HR Officer,Bachelor,Onsite, jakarta ,59,21,18073108.0,47.0,9,28,4.2,High
EMP00934,Marketing,Customer Success,Bachelor,Hybrid,Surabaya,36,11,15033518.0,14.0,19,15,2.9,Medium
EMP00935,HR,Business Analyst,Master,Onsite,Jakarta,21,0,,33.0,17,27,3.8,High
EMP00936,IT,Customer Success,Diploma,Remote,Yogyakarta,22,3,22909011.0,32.0,14,0,3.7,Low
EMP00937,Marketing,Data Analyst,High School,Hybrid,Jakarta,45,17,12866906.0,17.0,9,39,1.3,Low
EMP00938,Operations,Finance Analyst,Diploma,Remote,Yogyakarta,22,33,13211523.0,20.0,3,14,3.7,Medium
EMP00939,Sales,Product Manager,High School,Onsite,Jakarta,22,20,14499759.0,52.0,6,35,3.1,Low
EMP00940,Marketing,Product Manager,High School,Hybrid,Medan,56,13,9217406.0,18.0,3,1,4.2,High
EMP00941,Sales,HR Officer,Master,Onsite,Surabaya,27,18,,42.0,15,30,2.8,Low
EMP00942,Operations,Product Manager,High School,Hybrid,Jakarta,42,6,,20.0,8,9,4.3,Medium
EMP00943,Operations,Business Analyst,High School,Hybrid,Surabaya,28,30,17667507.0,49.0,6,5,3.6,Medium
EMP00944,Operations,Business Analyst,Bachelor,Remote,Yogyakarta,45,1,27872879.0,49.0,5,1,1.3,High
EMP00945,HR,Business Analyst,Diploma,Remote,Medan,33,5,18947497.0,,4,15,4.8,High
EMP00946,Marketing,Marketing Specialist,Bachelor,Onsite,Jakarta,29,18,21511116.0,68.0,16,2,3.6,Low
EMP00947,it,Finance Analyst,Bachelor,Hybrid,Jakarta,21,1,6730324.0,20.0,8,13,2.6,High
EMP00948,Marketing,Data Engineer,Bachelor,Onsite,Yogyakarta,39,33,19052580.0,53.0,6,18,2.7,Medium
EMP00949,Marketing,Sales Executive,Diploma,Onsite,Jakarta,39,13,5686284.0,12.0,1,34,2.6,Medium
EMP00950,Operations,Finance Analyst,Bachelor,Remote,Medan,42,19,18537270.0,54.0,10,33,4.2,Low
EMP00951,Finance,Sales Executive,,Hybrid,Jakarta,57,9,18935626.0,,5,34,2.7,High
EMP00952,IT,Data Analyst,High School,Hybrid,Jakarta,53,7,15145820.0,23.0,15,15,4.6,High
EMP00953,Finance,HR Officer,Bachelor,Onsite,Bandung,31,13,11984287.0,37.0,0,8,5.0,Low
EMP00954,Sales,Software Engineer,High School,Hybrid,Bandung,44,30,12438064.0,44.0,8,4,4.8,Medium
EMP00955,Sales,Sales Executive,Bachelor,Remote,Yogyakarta,36,13,13829747.0,4.0,4,15,1.2,Low
EMP00956,IT,Product Manager,High School,Onsite,Yogyakarta,40,1,18372428.0,34.0,4,3,3.7,Medium
EMP00957,Sales,Business Analyst,Diploma,Remote,Surabaya,30,0,20915677.0,59.0,11,2,3.5,Low
EMP00958,HR,Finance Analyst,High School,Hybrid,Jakarta,44,26,29237182.0,,14,0,3.7,Low
EMP00959,Sales,Business Analyst,Diploma,Hybrid,Yogyakarta,34,28,20591995.0,56.0,10,36,4.0,High
EMP00960,Operations,Finance Analyst,Master,Remote,Surabaya,27,11,20603317.0,,8,16,2.6,High
EMP00961,IT,Customer Success,Diploma,Onsite,Jakarta,21,12,15774892.0,6.0,2,18,1.2,High
EMP00962,HR,HR Officer,,Hybrid,Semarang,43,26,28881155.0,62.0,7,36,1.6,Low
EMP00963,Finance,Product Manager,Diploma,Hybrid,Medan,40,17,,38.0,14,11,1.2,Medium
EMP00964,Marketing,Sales Executive,Diploma,Remote,Bandung,32,25,5314418.0,11.0,10,24,4.3,Medium
EMP00965,Finance,Business Analyst,Diploma,Remote,Bandung,37,30,29829588.0,17.0,7,28,3.2,Low
EMP00966,IT,Customer Success,Diploma,Onsite,Bandung,56,21,14649115.0,22.0,9,7,4.4,Low
EMP00967,Operations,Customer Success,High School,Remote,Medan,54,12,16363990.0,18.0,11,23,2.7,Medium
EMP00968,HR,HR Officer,High School,Onsite,Bandung,53,27,,15.0,7,34,4.5,High
EMP00969,Marketing,Marketing Specialist,,Remote,Bandung,44,5,24551179.0,47.0,15,7,1.6,Low
EMP00970,Sales,Business Analyst,Diploma,Hybrid,Yogyakarta,38,1,13104757.0,18.0,1,27,2.3,Low
EMP00971,Operations,Software Engineer,Master,Onsite,Jakarta,57,7,,2.0,17,4,2.1,Low
EMP00972,Operations,Marketing Specialist,Diploma,Hybrid,Bandung,59,18,12693810.0,9.0,9,31,1.6,High
EMP00973,IT,Finance Analyst,Master,Onsite,Medan,25,11,23176339.0,2.0,15,19,2.4,High
EMP00974,Marketing,Customer Success,Diploma,Hybrid,Medan,54,1,15054772.0,12.0,19,25,4.9,High
EMP00975,Marketing,Product Manager,,Onsite,Jakarta,56,14,10510440.0,77.0,1,38,1.6,Medium
EMP00976,Finance,Data Analyst,Diploma,Hybrid,Jakarta,51,4,22041525.0,28.0,15,11,2.4,Low
EMP00977,IT,Data Engineer,Master,Remote,Jakarta,35,13,,5.0,4,3,3.9,Low
EMP00978,Marketing,Software Engineer,Master,Remote,Medan,22,13,21636059.0,8.0,2,17,1.1,Medium
EMP00979,Sales,Business Analyst,Bachelor,Onsite,Medan,27,30,27500449.0,52.0,13,25,4.4,Low
EMP00980,Marketing,Software Engineer,High School,Onsite,Medan,42,19,13631065.0,57.0,11,2,1.6,Medium
EMP00981,Operations,Data Engineer,Bachelor,Hybrid,Jakarta,30,34,28680780.0,52.0,7,4,2.2,Medium
EMP00982,IT,Customer Success,Bachelor,Hybrid,Medan,42,33,26669252.0,24.0,12,9,2.6,Low
EMP00983,Marketing,Data Analyst,Master,Onsite,Bandung,52,3,,29.0,18,30,4.8,High
EMP00984,Operations,Data Analyst,Bachelor,Hybrid,Jakarta,55,33,15731170.0,38.0,9,29,4.9,Low
EMP00985,Operations,HR Officer,Bachelor,Remote,Jakarta,52,23,16625113.0,31.0,12,20,2.2,Low
EMP00986,HR,Customer Success,Diploma,Remote,Jakarta,59,2,12998301.0,59.0,18,38,2.9,Medium
EMP00987,Sales,Sales Executive,Bachelor,Hybrid,Yogyakarta,45,10,24951763.0,71.0,10,1,1.8,High
EMP00988,Operations,HR Officer,Bachelor,Remote,Yogyakarta,50,32,18048417.0,56.0,5,20,1.5,Low
EMP00989,Finance,Customer Success,,Remote,Surabaya,46,25,27904329.0,28.0,13,30,4.7,Medium
EMP00990,Operations,Marketing Specialist,High School,Remote,Surabaya,49,24,10437435.0,25.0,10,2,3.0,Medium
EMP00991,Marketing,Software Engineer,Master,Remote,Surabaya,27,26,18380515.0,6.0,7,22,4.6,Low
EMP00992,Marketing,HR Officer,Master,Onsite,Bandung,42,29,25331768.0,74.0,8,31,2.4,High
EMP00993,IT,Marketing Specialist,Master,Onsite,Semarang,31,17,18751376.0,75.0,3,27,,High
EMP00994,Operations,Marketing Specialist,High School,Hybrid,Medan,51,34,19764909.0,69.0,17,33,4.2,High
EMP00995,Marketing,Data Engineer,High School,Onsite,Bandung,46,14,20798119.0,4.0,4,32,1.9,Low
EMP00996,Marketing,Product Manager,Master,Hybrid,Surabaya,37,30,7742964.0,32.0,15,24,1.4,High
EMP00997,IT,HR Officer,Bachelor,Hybrid,Yogyakarta,49,8,23284436.0,44.0,0,28,2.2,Medium
EMP00998,Sales,Data Analyst,High School,Onsite,Surabaya,22,18,17951594.0,79.0,4,2,4.4,High
EMP00999,IT,HR Officer,,Remote,Surabaya,46,31,7327567.0,18.0,13,34,,Medium
